2	4 Mar 26	08:14:00	1	0	0	0	0	0	1	10	1	7	5	0	1	4	4	10	6	1	2	0	2	5	2	5	6	4	2	10	3	10	2	6	2	3	3	0	8	3	2
1	4 Mar 26	08:43:00	1	0	0	0	0	0	1	79	19	154	111	54	41	99	122	103	168	189	37	135	131	194	190	68	79	74	103	122	91	95	90	111	84	109	119	89	84	35	116
2	4 Mar 26	08:44:00	1	0	0	0	0	0	1	8	3	9	8	3	0	6	6	1	10	6	0	4	2	1	9	15	6	7	8	7	18	4	7	11	5	6	3	3	7	4	4
3	4 Mar 26	08:45:00	1	0	0	0	0	0	1	5	0	8	8	7	5	9	9	7	11	11	0	13	9	1	5	8	5	6	6	7	12	3	3	7	7	6	4	3	3	2	9
4	4 Mar 26	08:46:00	1	0	0	0	0	0	1	9	0	10	13	4	6	7	6	6	12	11	0	8	2	2	7	9	4	6	10	13	14	28	8	7	3	5	8	7	8	5	6
5	4 Mar 26	08:47:00	1	0	0	0	0	0	1	4	0	10	11	7	1	7	6	6	13	8	0	6	2	1	5	12	2	4	6	12	13	5	4	5	7	5	10	2	4	4	6
6	4 Mar 26	08:48:00	1	0	0	0	0	0	1	4	0	9	8	2	0	4	4	3	9	7	0	9	8	3	4	7	5	3	5	5	13	3	3	11	3	2	5	5	3	6	9
7	4 Mar 26	08:49:00	1	0	0	0	0	0	1	7	0	4	7	2	0	4	5	2	6	15	1	4	8	3	8	12	8	2	6	7	7	1	4	9	7	4	9	7	0	3	4
8	4 Mar 26	08:50:00	1	0	0	0	0	0	1	13	0	2	5	4	0	5	4	4	2	6	2	6	5	4	5	3	3	10	12	9	7	2	5	5	4	6	7	10	0	4	7
9	4 Mar 26	08:51:00	1	0	0	0	0	0	1	7	0	3	8	5	0	3	3	2	4	5	1	6	1	3	4	7	12	3	4	6	11	7	4	10	6	7	5	8	0	6	5
10	4 Mar 26	08:52:00	1	0	0	0	0	0	1	5	0	7	6	11	0	5	4	3	4	7	0	6	4	2	3	8	1	6	3	10	8	0	5	11	3	9	6	7	0	10	5
11	4 Mar 26	08:53:00	1	0	0	0	0	0	1	6	0	4	5	13	0	3	3	3	7	11	0	5	0	6	4	12	9	5	7	3	9	0	5	11	3	4	9	2	2	6	7
12	4 Mar 26	08:54:00	1	0	0	0	0	0	1	10	0	9	3	9	0	4	6	3	4	8	0	0	4	0	4	10	6	4	7	9	4	0	5	9	2	7	8	5	6	5	7
13	4 Mar 26	08:55:00	1	0	0	0	0	0	1	7	0	6	8	12	0	6	4	0	7	9	0	12	0	0	6	12	5	7	6	6	6	0	7	6	2	9	8	8	3	4	5
