21	2 Mar 26	10:19:00	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	2 Mar 26	10:20:00	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	2 Mar 26	10:21:00	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	2 Mar 26	10:22:00	1	0	0	0	0	0	1	2	7	13	17	0	9	14	11	13	3	10	8	5	2	15	9	10	2	4	9	12	10	15	14	14	5	17	15	9	11	0	10
25	2 Mar 26	10:23:00	1	0	0	0	0	0	0	2	1	14	8	0	4	2	10	6	5	9	0	0	0	0	5	2	9	5	4	8	4	6	0	2	4	9	6	1	13	3	7
26	2 Mar 26	10:24:00	1	0	0	0	0	0	0	6	1	4	7	0	9	3	8	4	8	7	6	2	5	3	4	5	8	6	2	11	4	7	7	0	0	7	7	5	10	1	9
27	2 Mar 26	10:25:00	1	0	0	0	0	0	0	5	2	6	7	0	8	1	9	8	12	10	8	5	7	12	12	4	4	6	2	6	4	10	0	2	1	2	12	7	10	0	6
28	2 Mar 26	10:26:00	1	0	0	0	0	0	0	10	2	11	5	0	9	1	10	13	11	10	9	4	10	10	8	3	6	7	7	9	9	7	7	3	2	3	3	4	5	10	12
29	2 Mar 26	10:27:00	1	0	0	0	0	0	0	15	0	6	7	0	11	2	4	8	13	5	5	4	4	10	8	7	6	7	7	9	2	14	10	0	3	1	11	9	8	0	7
30	2 Mar 26	10:28:00	1	0	0	0	0	0	0	11	0	8	6	0	10	0	9	15	10	11	11	5	8	10	8	4	9	12	4	11	4	5	7	9	0	4	8	9	9	1	7
31	2 Mar 26	10:29:00	1	0	0	0	0	0	0	10	4	13	6	0	6	9	7	9	15	11	10	7	9	8	9	1	4	9	9	6	7	6	8	0	14	1	8	8	7	1	5
32	2 Mar 26	10:30:00	1	0	0	0	0	0	0	6	0	11	2	0	11	4	11	2	8	9	6	6	8	12	6	3	6	5	2	10	6	12	10	6	2	6	8	4	8	0	7
33	2 Mar 26	10:31:00	1	0	0	0	0	0	0	13	2	11	6	0	10	3	9	2	11	5	3	10	8	12	11	3	9	3	5	10	4	15	5	9	1	2	5	7	6	3	8
34	2 Mar 26	10:32:00	1	0	0	0	0	0	0	9	9	8	8	0	7	6	12	4	14	6	10	11	8	12	12	13	5	6	6	10	7	8	9	4	2	8	8	7	4	0	3
35	2 Mar 26	10:33:00	1	0	0	0	0	0	0	13	2	16	9	0	7	2	3	9	6	9	9	7	6	12	9	5	0	6	3	10	7	10	8	4	2	4	5	9	13	2	6
36	2 Mar 26	10:34:00	1	0	0	0	0	0	0	12	4	10	9	0	10	8	8	6	9	9	7	9	6	11	12	7	2	8	5	11	7	6	8	0	4	2	9	9	7	0	8
37	2 Mar 26	10:35:00	1	0	0	0	0	0	0	11	4	8	5	0	6	4	7	8	9	7	8	2	9	12	7	5	6	8	4	12	5	6	10	8	5	1	11	11	9	0	8
38	2 Mar 26	10:36:00	1	0	0	0	0	0	0	11	11	12	5	0	3	9	8	6	10	9	8	8	7	8	9	8	10	5	5	8	2	4	7	4	5	6	5	8	8	0	11
39	2 Mar 26	10:37:00	1	0	0	0	0	0	0	13	9	5	6	0	6	7	5	6	11	6	9	3	3	5	8	8	9	7	8	7	2	6	9	12	5	9	7	8	7	0	11
40	2 Mar 26	10:38:00	1	0	0	0	0	0	0	9	8	14	8	0	6	7	8	11	12	4	11	4	6	2	7	5	7	5	4	13	2	11	9	7	4	6	8	9	6	0	8
