1	12 Feb 26	09:26:00	1	0	2	0	Ct	0	1	216	206	178	246	151	244	296	219	213	192	343	280	186	289	326	181	224	268	142	249	309	183	138	269	258	223	225	271	217	243	204	101
2	12 Feb 26	09:27:00	1	0	2	0	Ct	0	1	6	4	1	10	1	5	11	3	10	0	7	8	9	6	5	5	5	3	0	10	12	5	4	6	4	3	5	6	0	6	4	0
3	12 Feb 26	09:28:00	1	0	2	0	Ct	0	1	9	2	4	12	12	11	9	8	7	7	9	7	7	5	9	9	4	9	2	9	6	6	8	10	11	6	21	6	2	9	3	0
4	12 Feb 26	09:29:00	1	0	2	0	Ct	0	0	0	2	2	4	9	6	7	6	5	8	8	4	2	4	5	2	5	7	5	3	4	4	1	0	3	0	4	3	4	6	0	0
5	12 Feb 26	09:30:00	1	0	2	0	Ct	0	0	5	6	6	7	8	6	6	5	5	4	10	6	3	6	3	4	3	5	3	6	5	5	1	2	2	1	4	3	6	6	0	0
6	12 Feb 26	09:31:00	1	0	2	0	Ct	0	0	5	7	0	6	4	14	10	5	9	5	8	4	2	6	7	8	5	4	3	4	7	4	1	7	8	5	8	1	6	10	0	0
7	12 Feb 26	09:32:00	1	0	2	0	Ct	0	0	8	7	4	11	6	8	9	6	9	9	12	6	6	6	6	6	5	4	4	6	7	5	1	7	3	2	7	3	6	6	0	0
8	12 Feb 26	09:33:00	1	0	2	0	Ct	0	0	7	7	4	7	8	12	8	7	10	2	10	6	8	9	6	5	5	4	3	6	3	6	2	5	6	4	10	0	6	6	0	0
9	12 Feb 26	09:34:00	1	0	2	0	Ct	0	0	9	2	2	6	12	10	11	6	2	5	8	5	5	6	5	6	4	6	5	8	6	4	1	6	3	3	4	0	4	4	0	0
10	12 Feb 26	09:35:00	1	0	2	0	Ct	0	0	10	8	2	6	13	9	10	6	7	7	11	2	3	8	5	5	5	5	2	6	0	4	2	6	6	0	5	0	4	12	2	0
11	12 Feb 26	09:36:00	1	0	2	0	Ct	0	0	5	5	0	8	12	6	12	4	6	6	8	4	7	4	2	10	3	5	2	6	6	6	2	8	4	1	6	0	6	5	4	0
12	12 Feb 26	09:37:00	1	0	2	0	Ct	0	0	7	4	1	3	8	7	12	3	7	8	9	3	11	5	6	10	3	5	5	5	9	3	2	3	2	3	4	1	7	7	2	0
13	12 Feb 26	09:38:00	1	0	2	0	Ct	0	0	5	7	2	5	7	7	11	7	7	6	10	8	7	7	5	4	0	5	0	10	8	4	2	8	7	1	6	1	6	4	2	0
14	12 Feb 26	09:39:00	1	0	2	0	Ct	0	0	4	3	2	9	16	7	10	4	9	5	10	3	6	7	7	5	7	6	1	4	3	3	3	7	4	1	9	0	6	1	2	0
15	12 Feb 26	09:40:00	1	0	2	0	Ct	0	0	1	8	1	6	8	10	11	9	8	5	11	7	2	4	7	8	2	7	3	4	7	4	5	7	4	0	8	0	3	5	3	0
16	12 Feb 26	09:41:00	1	0	2	0	Ct	0	0	6	5	6	6	7	10	10	2	8	6	8	7	6	4	6	7	4	6	0	6	0	3	1	10	6	0	4	3	3	5	3	0
17	12 Feb 26	09:42:00	1	0	2	0	Ct	0	0	10	5	2	7	5	10	8	3	8	4	7	5	5	6	1	3	1	4	1	4	0	3	3	6	3	6	5	0	5	7	3	0
18	12 Feb 26	09:43:00	1	0	2	0	Ct	0	0	7	2	2	8	2	7	6	4	8	2	9	5	9	7	6	7	2	6	1	5	2	2	0	8	2	5	3	0	4	8	5	0
19	12 Feb 26	09:44:00	1	0	2	0	Ct	0	0	8	5	1	7	3	14	12	5	8	4	5	22	6	8	8	6	2	4	2	6	0	5	3	6	1	3	4	0	1	5	9	2
20	12 Feb 26	09:45:00	1	0	2	0	Ct	0	0	5	4	4	7	2	7	10	6	6	4	7	24	6	4	6	6	2	3	0	4	0	1	3	3	4	7	5	0	1	7	0	0
21	12 Feb 26	09:46:00	1	0	2	0	Ct	0	0	5	1	2	5	10	6	10	4	3	7	9	1	3	4	4	7	4	4	0	4	0	4	4	4	3	5	4	0	0	0	2	0
22	12 Feb 26	09:47:00	1	0	2	0	Ct	0	0	11	3	0	8	7	6	9	4	5	4	10	4	6	5	4	6	1	4	1	4	2	3	2	7	4	2	4	0	0	0	1	0
23	12 Feb 26	09:48:00	1	0	2	0	Ct	0	0	9	6	3	7	7	5	11	7	4	2	6	0	6	8	3	10	1	5	0	4	1	4	0	6	3	0	4	0	0	0	3	2
24	12 Feb 26	09:49:00	1	0	2	0	Ct	0	0	9	3	3	4	11	10	8	7	6	2	9	0	5	2	2	7	3	4	0	3	3	5	3	6	0	0	7	0	0	1	4	0
25	12 Feb 26	09:50:00	1	0	2	0	Ct	0	0	9	7	4	6	6	5	7	2	5	3	9	2	5	5	4	5	2	5	2	6	0	4	3	7	0	0	3	0	0	2	3	1
