1	10 Feb 26	08:12:00	1	0	0	0	0	0	1	78	105	114	71	124	51	89	85	229	164	94	115	106	117	84	127	56	38	62	51	82	63	49	63	46	65	61	66	144	45	56	76
2	10 Feb 26	08:13:00	1	0	0	0	0	0	1	4	0	4	2	4	0	6	7	10	8	5	5	0	8	1	0	2	0	5	4	8	6	2	9	3	8	8	3	13	7	5	12
3	10 Feb 26	08:14:00	1	0	0	0	0	0	1	4	4	0	1	7	0	5	9	9	6	4	3	1	4	1	0	0	12	6	4	4	4	14	9	6	9	8	8	5	8	6	8
4	10 Feb 26	08:15:00	1	0	0	0	0	0	1	2	4	3	1	7	0	4	7	10	3	2	2	4	2	3	5	5	7	10	5	4	1	23	6	12	6	12	8	3	13	8	5
5	10 Feb 26	08:16:00	1	0	0	0	0	0	1	2	4	2	2	5	0	0	2	7	2	2	5	1	3	1	4	2	7	8	4	7	7	6	2	18	6	7	8	4	6	12	8
6	10 Feb 26	08:17:00	1	0	0	0	0	0	1	4	1	4	0	3	0	1	3	10	2	2	4	2	0	0	0	9	2	6	3	7	4	9	4	11	10	7	7	3	1	8	0
7	10 Feb 26	08:18:00	1	0	0	0	0	0	1	4	0	2	0	4	0	4	3	5	10	2	3	3	0	1	0	2	2	6	4	10	3	11	10	5	8	3	7	4	6	6	0
8	10 Feb 26	08:19:00	1	0	0	0	0	0	1	5	0	0	0	3	0	0	7	4	4	2	6	2	0	0	0	1	17	9	5	3	1	15	3	4	6	1	9	5	4	9	3
9	10 Feb 26	08:20:00	1	0	0	0	0	0	1	4	1	0	0	4	0	0	6	12	2	0	1	4	0	0	0	10	12	3	3	7	0	7	1	8	2	4	9	4	5	8	7
10	10 Feb 26	08:21:00	1	0	0	0	0	0	1	0	4	0	0	2	0	0	2	3	2	1	2	3	0	0	0	3	2	12	5	7	0	1	3	4	5	3	10	3	3	5	2
11	10 Feb 26	08:22:00	1	0	0	0	0	0	1	2	0	0	0	0	0	0	2	5	2	3	0	3	0	3	0	5	12	1	1	6	1	3	4	7	6	3	3	1	6	5	2
12	10 Feb 26	08:23:00	1	0	0	0	0	0	1	4	0	0	3	0	0	3	3	7	4	0	5	3	0	2	0	0	6	5	3	3	6	1	2	6	5	1	7	3	3	6	6
13	10 Feb 26	08:24:00	1	0	0	0	0	0	1	5	0	0	3	0	0	0	5	2	2	1	3	5	0	0	0	2	7	3	0	5	2	2	4	7	4	5	10	2	5	4	1
14	10 Feb 26	08:25:00	1	0	0	0	0	0	1	3	0	0	10	0	0	0	1	4	2	2	1	4	0	1	0	4	5	0	1	5	0	9	9	5	3	0	6	5	3	3	3
15	10 Feb 26	08:26:00	1	0	0	0	0	0	1	1	0	0	11	0	0	2	0	4	3	2	0	3	0	0	0	6	7	2	1	3	0	13	3	6	7	4	6	6	5	13	4
16	10 Feb 26	08:27:00	1	0	0	0	0	0	1	4	0	0	4	0	0	1	2	3	0	0	3	0	6	1	0	6	1	4	1	2	3	6	2	8	2	1	9	4	2	5	2
17	10 Feb 26	08:28:00	1	0	0	0	0	0	1	4	0	0	5	0	0	0	4	2	8	0	0	0	2	2	0	3	2	5	2	4	0	5	3	15	7	4	12	2	1	8	1
18	10 Feb 26	08:29:00	1	0	0	0	0	0	1	1	0	0	3	0	0	1	3	3	2	1	0	0	0	0	0	2	3	3	3	2	0	0	2	5	4	3	7	2	4	2	0
19	10 Feb 26	08:30:00	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	3	4	2	1	0	0	1	0	6	8	5	3	3	0	14	1	5	5	5	9	9	3	7	0
20	10 Feb 26	08:31:00	1	0	0	0	0	0	1	4	0	0	0	0	0	2	7	2	5	3	3	4	0	0	2	4	9	3	1	4	0	6	5	2	5	1	6	2	4	3	3
21	10 Feb 26	08:32:00	1	0	0	0	0	0	1	4	0	0	17	0	0	0	0	8	1	0	2	2	0	2	0	2	4	2	5	0	0	0	2	5	8	2	6	2	4	6	1
22	10 Feb 26	08:33:00	1	0	0	0	0	0	1	5	0	0	6	0	0	1	0	1	6	0	0	0	0	2	0	2	2	4	4	1	0	0	2	7	2	6	7	5	4	6	0
23	10 Feb 26	08:34:00	1	0	0	0	0	0	1	3	0	0	2	0	0	1	4	3	5	1	3	1	1	5	0	0	2	5	3	0	0	3	0	5	0	0	5	0	5	8	3
24	10 Feb 26	08:35:00	1	0	0	0	0	0	1	9	0	0	4	0	0	0	2	6	3	1	1	1	1	0	0	5	4	4	1	2	3	2	2	2	2	6	8	6	0	2	0
25	10 Feb 26	08:36:00	1	0	0	0	0	0	1	6	0	0	3	0	0	0	3	8	0	0	0	2	1	0	0	14	5	3	1	7	0	4	0	1	1	3	3	2	6	6	2
26	10 Feb 26	08:37:00	1	0	0	0	0	0	1	6	0	0	6	0	0	0	6	4	3	0	1	1	3	0	0	3	0	0	0	7	0	3	4	5	4	0	3	1	2	4	3
27	10 Feb 26	08:38:00	1	0	0	0	0	0	1	3	0	0	11	0	0	0	2	4	1	0	1	2	0	4	0	2	6	3	2	3	0	0	7	4	5	0	3	0	5	8	1
28	10 Feb 26	08:39:00	1	0	0	0	0	0	1	1	0	0	10	0	0	0	2	2	3	0	7	1	0	0	0	7	5	0	2	6	0	2	4	4	4	5	8	0	1	7	1
29	10 Feb 26	08:40:00	1	0	0	0	0	0	1	5	0	0	1	0	0	0	2	4	4	0	0	1	0	0	0	3	5	0	0	5	0	0	3	10	2	3	5	0	1	3	0
30	10 Feb 26	08:41:00	1	0	0	0	0	0	1	5	0	0	4	0	0	3	2	2	4	2	1	0	0	0	0	0	7	12	0	4	0	0	4	3	1	3	4	0	8	0	0
31	10 Feb 26	08:42:00	1	0	0	0	0	0	1	4	0	0	0	0	0	0	5	4	0	1	0	0	0	2	0	4	7	2	4	5	0	3	6	9	0	3	5	0	1	5	0
32	10 Feb 26	08:43:00	1	0	0	0	0	0	1	3	0	0	1	0	0	0	0	3	0	4	0	0	6	1	0	5	13	0	2	3	0	0	2	4	0	2	6	0	5	9	3
33	10 Feb 26	08:44:00	1	0	0	0	0	0	1	4	0	0	3	0	0	1	0	3	3	4	0	0	4	2	0	0	13	0	2	5	0	0	0	4	1	7	6	0	1	11	1
34	10 Feb 26	08:45:00	1	0	0	0	0	0	1	5	0	0	1	0	0	1	2	3	2	0	0	0	4	4	0	1	6	0	1	4	0	0	0	7	1	0	3	0	5	11	0
35	10 Feb 26	08:46:00	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	2	4	0	0	0	6	3	0	1	4	0	3	0	0	5	0	1	3	0	5	0	6	8	0
36	10 Feb 26	08:47:00	1	0	0	0	0	0	1	3	5	0	0	0	0	0	0	5	4	0	0	0	0	0	0	3	4	0	0	0	0	5	0	4	4	1	2	3	2	5	3
37	10 Feb 26	08:48:00	1	0	0	0	0	0	1	5	2	0	0	0	0	0	2	4	1	0	13	0	7	1	0	3	4	0	2	0	0	3	3	3	3	5	5	3	0	4	2
38	10 Feb 26	08:49:00	1	0	0	0	0	0	1	6	0	0	0	0	0	0	2	5	5	1	12	0	1	2	0	2	6	3	0	0	0	0	0	2	4	5	9	4	2	5	0
39	10 Feb 26	08:50:00	1	0	0	0	0	0	1	4	3	0	6	0	0	2	0	4	4	4	0	0	3	1	0	0	7	0	2	2	0	0	0	2	5	2	3	6	0	4	3
40	10 Feb 26	08:51:00	1	0	0	0	0	0	1	7	2	0	4	0	0	3	2	4	2	0	1	0	3	4	0	3	12	0	1	5	0	4	1	4	5	3	4	5	0	8	1
